mcNumber,legalName,dbaName,entityType,operationType,phone,email,physicalAddress,mailingAddress,city,state,zip,url
MC-739703,RENGSTORF TRUCKING LLC,,CARRIER,Property,(785) 744-3311,DSQNTM@BLUEVALLEY.NET,"476 4TH ROAD, BREMEN, KS 66412","476 4TH ROAD, BREMEN, KS 66412",BREMEN,KS,66412,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739703
MC-739711,BECK CITY BAD BOY TRUCKING LLC,,CARRIER,Property,(337) 380-5714,BECKCITYBADBOYTRUCKING@GMAIL.COM,"1009 DECUIR RD, CADE, LA 70519","PO BOX 130, CADE, LA 70519",CADE,LA,70519,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739711
MC-739723,FIO EXPRESS LLC,,CARRIER,Property,(614) 316-2071,FIOLLC@HOTMAIL.COM,"1109 MILFOIL DRIVE, JUSTIN, TX 76247","1109 MILFOIL DRIVE, JUSTIN, TX 76247",JUSTIN,TX,76247,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739723
MC-739724,DAVID L BUCHHOLZ,BUCHHOLZ TRUCKING,CARRIER,Property,(402) 640-0259,DBBUCHHOLZ@MIDTOWNHEATHNE.ORG,"86642 553RD AVE, MCCLEAN, NE 68747","86642 553RD AVE, MCCLEAN, NE 68747",MCCLEAN,NE,68747,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739724
MC-739730,BRUCE SETTER COMPANY,,CARRIER,Property,(651) 491-0911,BRUCESETTERCO@MSN.COM,"349 S POLK AVE, DRESSER, WI 54009","349 S POLK AVE, DRESSER, WI 54009",DRESSER,WI,54009,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739730
MC-739743,CHARLIE'S DELIVERY LLC,,CARRIER,Property,(937) 232-8001,,"5157 PHILLIPSBURG UNION RD, ENGLEWOOD, OH 45322","5157 PHILLIPSBURG UNION RD, ENGLEWOOD, OH 45322",ENGLEWOOD,OH,45322,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739743
MC-739765,GOLDEN TEMPLE CARRIERS INC,GTC,CARRIER,Property,(317) 361-5961,GTC_11@HOTMAIL.COM,"823 BOUGH ST, WHITELAND, IN 46184","823 BOUGH ST, WHITELAND, IN 46184",WHITELAND,IN,46184,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739765
MC-739772,BRUNA TRANSPORT LLC,,CARRIER,Property,(785) 562-5304,BRUNAM@BLUEVALLEY.NET,"1128 PONY EXPRESS HWY, MARYSVILLE, KS 66508","1128 PONY EXPRESS HWY, MARYSVILLE, KS 66508",MARYSVILLE,KS,66508,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739772
MC-739775,CAL TRANS INC,CALIFORNIA LOGISTICS,CARRIER,Property,(209) 992-0140,CALIFORNIALOG@HOTMAIL.COM,"508 SUTHERLAND DRIVE, STOCKTON, CA 95210","508 SUTHERLAND DRIVE, STOCKTON, CA 95210",STOCKTON,CA,95210,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739775
MC-739778,DEDICATED EXPRESS LLC,,CARRIER,Property,(310) 968-4058,DEDICATEDEXP@GMAIL.COM,"3732 S GREEN AVE, ONTARIO, CA 91761","P O BOX 2217, WEST COVINA, CA 91793",ONTARIO,CA,91761,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739778
MC-739783,ALEXANDER FISHER,,CARRIER,Property,(208) 841-3792,ALEXFISHER825@YAHOO.COM,"2425 E TIGER LILY DR, BOISE, ID 83716","2425 E TIGER LILY DR, BOISE, ID 83716",BOISE,ID,83716,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739783
MC-739794,MAXIMILIEN TRANSPORT INC,,CARRIER,Property,(954) 263-1695,MAXIMILIENTRANSPORT@HOTMAIL.COM,"10 NE 18 ST, POMPANO BEACH, FL 33060","10 NE 18 ST, POMPANO BEACH, FL 33060",POMPANO BEACH,FL,33060,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739794
MC-739814,RANYS TRUCKING LLC,,CARRIER,Property,(770) 630-4285,JAFFARA1974@GMAIL.COM,"4848 MEMORIAL DR STE C, STONE MOUNTIAN, GA 30083","4848 MEMORIAL DR STE C, STONE MOUNTIAN, GA 30083",STONE MOUNTIAN,GA,30083,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739814
MC-739816,JOSE DELEON,JDL TRUCKING,CARRIER,Property,(408) 210-5680,JDTRUKING@GMAIL.COM,"5428 SUGAR CREEK LN, SALIDA, CA 95368","5428 SUGAR CREEK LN, SALIDA, CA 95368",SALIDA,CA,95368,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739816
MC-739831,DADDYS LITTLE GIRL INC,,CARRIER,Property,(347) 573-1748,DADDYSLILGIRLVC@AOL.COM,"C/O 1569 BRUCKNER BLVD -10C, BRONX, NY 10472","C/O 1569 BRUCKNER BLVD -10C, BRONX, NY 10472",BRONX,NY,10472,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=739831
MC-751114,ATLANTIS LOGISTICS LLC,,CARRIER,Property,(703) 966-2182,RICK.KERAWALA@ATLANTISLOGISTICS.COM,"22611 MARKEY COURT SUITE 112, STERLING, VA 20166","22611 MARKEY COURT SUITE 112, STERLING, VA 20166",STERLING,VA,20166.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751114
,PAN WEBERS SA DE CV,,CARRIER,Property,(664) 683-2804,RICARDO.RAMOS@WEBERSBC.COM,"MAR BERMEJO 18, TIJUANA, BN 22430","MAR BERMEJO 18, TIJUANA, BN 22430",TIJUANA,BN,22430.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751145
MC-751159,TRIPLE B TRANSPORTATION LLC,,CARRIER,Property,,KTOP222@SBCGLOBAL.NET,"15913 HOERL RD, LODI, CA 95240","PO BOX 605, ACAMPO, CA 95220",LODI,CA,95240.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751159
MC-751169,GPR EXPRESS LLC,,CARRIER,Property,(706) 229-1273,GERARDOPR777@HOTMAIL.COM,"1403 SWANN DR, DALTON, GA 30720","1403 SWANN DR, DALTON, GA 30720",DALTON,GA,30720.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751169
MC-751176,GM EQUIPMENT CORP,,CARRIER,Property,(814) 834-0062,,"1229 MILLION DOLLAR HIGHWAY, KERSEY, PA 15846","1229 MILLION DOLLAR HIGHWAY, KERSEY, PA 15846",KERSEY,PA,15846.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751176
MC-751179,RODRIGO LOEZA,R C APPLIANCE SERVICE,CARRIER,Property,(425) 357-1208,CMLOEZA@YAHOO.COM,"11919 - 47TH DR SE, EVERETT, WA 98208","11919 - 47TH DR SE, EVERETT, WA 98208",EVERETT,WA,98208.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751179
MC-751195,RON JOHNSON JR ENTERPRISES INC,,CARRIER,Property,(770) 412-6528,OFFICE@JOHNSONROLLOFF.COM,"1320 CARVER RD, GRIFFIN, GA 30224","1320 CARVER RD, GRIFFIN, GA 30224",GRIFFIN,GA,30224.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751195
MC-751205,CURTIS WARRENSFORD,NATURE'S FOLIAGE,CARRIER,Property,(386) 490-2178,NATURESFOLIAGE@GMAIL.COM,"1025 CLIFTON RD, DELEON SPRINGS, FL 32130","PO BOX 1002, PIERSON, FL 32180",DELEON SPRINGS,FL,32130.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751205
MC-751206,EDWIN G PUGH,EDDIE PUGH TRUCKING,CARRIER,Property,(434) 248-5727,,"8447 THOMAS JEFFERSON HWY, CHARLOTTE C H, VA 23923","8447 THOMAS JEFFERSON HWY, CHARLOTTE C H, VA 23923",CHARLOTTE C H,VA,23923.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751206
MC-751237,KHAIRA XPRESS INC,,CARRIER,Property,(559) 577-3667,JSK0331@YAHOO.COM,"5188 W HUNTER AVE, FRESNO, CA 93722","5188 W HUNTER AVE, FRESNO, CA 93722",FRESNO,CA,93722.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751237
MC-751244,2276483 ONTARIO INC,BROCK CARTAGE,CARRIER,Property,(613) 342-1600,BROCKCARTAGE@GMAIL.COM,"1202 COUNTY RD 2, BROCKVILLE, ON K6V 5T3","PO BOX 414, BROCKVILLE, ON K6V 5V6",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751244
MC-751248,BRENDAN RIEDIGER,5T TRUCKING,CARRIER,Property,(641) 430-6535,BRRIEDIGER@GMAIL.COM,"1741 250TH STREET, SHEFFIELD, IA 50475","PO BOX 664, SHEFFIELD, IA 50475",SHEFFIELD,IA,50475.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751248
MC-751254,W B BRYANT FREIGHT SYSTEMS LLC,,CARRIER,Property,(706) 306-2093,WBRYANT68@GMAIL.COM,"2111 GRAND BLVD, AUGUSTA, GA 30901","4912 ORCHARD HILL DR, GROVETOWN, GA 30813",AUGUSTA,GA,30901.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751254
MC-751257,BONACKER TRUCKING LLC,,CARRIER,Property,(314) 799-7227,FARMDOG2661@ATT.NET,"3527 BYRNESVILLE ROAD, HOUSE SPRINGS, MO 63051","3527 BYRNESVILLE ROAD, HOUSE SPRINGS, MO 63051",HOUSE SPRINGS,MO,63051.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751257
MC-751265,BAFI TRUCKING LLC,,CARRIER,Property,(612) 735-8947,BAFI4411@GMAIL.COM,"1262 TRAILWOOD SOUTH, HOPKINS, MN 55343","1262 TRAILWOOD SOUTH, HOPKINS, MN 55343",HOPKINS,MN,55343.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751265
MC-751271,CENTRAL PIPELINE INC,,CARRIER,Property,(541) 826-2659,CPI@CENTRALPIPELINE.NET,"985 INDUSTRIAL CIRCLE, WHITE CITY, OR 97503","PO BOX 2430, WHITE CITY, OR 97503",WHITE CITY,OR,97503.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751271
MC-751286,A CRYSTAL COACH LIMOUSINE SERVICE INC,,CARRIER,Passenger,(425) 276-5230,TONY@CRYSTALCOACH.COM,"18809 SE 109TH STREET, ISSAQUAH, WA 98027","18809 SE 109TH STREET, ISSAQUAH, WA 98027",ISSAQUAH,WA,98027.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751286
MC-751290,PONCA VALLEY EXPRESS LLC,,CARRIER,Property,(580) 622-6109,SCLYDEF@GMAIL.COM,"208 S THAYER ST, SPENCER, NE 68777","PO BOX 149, SPENCER, NE 68777",SPENCER,NE,68777.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751290
MC-751294,GREENBAY TRUCKING INC,,CARRIER,Property,(630) 618-1535,PI3DRO777@ICLOUD.COM,"3930 GREENBAY DR, HANOVER PARK, IL 60160","3930 GREENBAY DR, HANOVER PARK, IL 60160",HANOVER PARK,IL,60160.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751294
MC-751299,RICHROY INC,ROYCES WRECKER SERVICE,CARRIER,Property,(757) 547-8809,ROYCES.TOW@YAHOO.COM,"119 A TILDEN AVENUE, CHESAPEAKE, VA 23320","119 A TILDEN AVENUE, CHESAPEAKE, VA 23320",CHESAPEAKE,VA,23320.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751299
MC-751306,BRUCELINE TRUCKING LLC,,CARRIER,Property,(614) 314-3365,BMIYAOO@GMAIL.COM,"2944 GRATZ RIDGE RD, GROVE CITY, OH 43123","2944 GRATZ RIDGE RD, GROVE CITY, OH 43123",GROVE CITY,OH,43123.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751306
MC-751316,BULLWORX INC,,CARRIER,Property,(276) 794-9048,CSSWALKERS1@YAHOO.COM,"1413 PURCELL ROAD, LEBANON, VA 24266","1413 PURCELL ROAD, LEBANON, VA 24266",LEBANON,VA,24266.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751316
MC-751320,SHAY SCOTT BEYER,BOWZER'S TRUCKING,CARRIER/SHIPPER,Property,(406) 978-3333,,"205 EAST CLEVELAND, EKALAKA, MT 59324","BOX 341, EKALAKA, MT 59324",EKALAKA,MT,59324.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751320
MC-751339,TRANSNOBLE LOGISTICS INC,,CARRIER/BROKER,Property,(215) 794-7890,MHALEY@TRANSNOBLE.COM,"99 LANTERN DRIVE UNIT 201B, DOYLESTOWN, PA 18901","99 LANTERN DRIVE UNIT 201B, DOYLESTOWN, PA 18901",DOYLESTOWN,PA,18901.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751339
MC-751344,W-W TRUCKING INC,,CARRIER,Property,(308) 233-2219,WWITTE7218@GMAIL.COM,"9365 WILLOW RD, SHELTON, NE 68876","9365 WIILOW RD, SHELTON, NE 68876",SHELTON,NE,68876.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751344
MC-751345,MP LOGISTICS GROUP CORP,,CARRIER,Property,(786) 704-1080,MPLOGISTICS1@YAHOO.COM,"12625 OLD PLANTATION LANE, ORLANDO, FL 32824","12625 OLD PLANTATION LANE, ORLANDO, FL 32824",ORLANDO,FL,32824.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751345
MC-751346,TIMOTHY MAHUTE,T I M TRUCKING,CARRIER,Property,(814) 335-5397,TIMTRUCKING7@GMAIL.COM,"250 COMMONS DRIVE #202, DUBOIS, PA 15801","250 COMMONS DRIVE #202, DUBOIS, PA 15801",DUBOIS,PA,15801.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751346
MC-751352,SHAMROCK TRANSPORT,,CARRIER,Property,(716) 510-1363,MJSULLY1979@GMAIL.COM,"50 FOUNTAIN PLAZA SUITE 1400, BUFFALO, NY 14202","733 DELAWARE ROAD UNIT 181, BUFFALO, NY 14223",BUFFALO,NY,14202.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751352
MC-736857,MARIANELA FLORES RAMIREZ,BINATIONAL LOGISTICS TRANSPORT,CARRIER,Property,(619) 300-9317,JVENTURA@BLOGISTICSTRANSPORT.COM,"2032 WATERBURY LN, SAN DIEGO, CA 91913","2475 PASEO D LAS AMERICAS 1570, SAN DIEGO, CA 92154",SAN DIEGO,CA,91913,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736857
MC-736867,MBC TRANSPORTATION INC,,CARRIER,Property,(720) 364-6861,RTOLOZA1327@COMCAST.NET,"7808 BERYL CT, TEXAS CITY, TX 77591","7808 BERYL CT, TEXAS CITY, TX 77591",TEXAS CITY,TX,77591,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736867
MC-736874,MATT NOBLE,NOBLE FARMS,CARRIER,Property,(815) 651-6661,NEXTLEVELBULLRIDING@YAHOO.COM,"20944 POPLAR GROVE RD, POPLAR GROVE, IL 61065","20944 POPLAR GROVE RD, POPLAR GROVE, IL 61065",POPLAR GROVE,IL,61065,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736874
MC-736876,CIS LOGISTICS INC,,CARRIER/BROKER,Property,(909) 714-8617,DISPATCH@CISLOGISTICS.NET,"16822 IRONBARK LN, FONTANA, CA 92336","15218 SUMMIT AVE STE 300 # 735, FONTANA, CA 92336",FONTANA,CA,92336,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736876
MC-736894,CHESTNUT MOUNTAIN LOGISTICS LLC,,CARRIER/BROKER,Property,(770) 965-7456,MLAWSON@CM-LOGISTICS.NET,"4820 OLIVER ROAD, FLOWERY BRANCH, GA 30542","PO BOX 7171, CHESTNUT MOUNTAIN, GA 30502",FLOWERY BRANCH,GA,30542,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736894
MC-736920,FIVE STARS EXPRESS TRANSPORTATION LLC,,CARRIER,Property,(978) 975-2009,FIVESTARSEXPRESSTRANSPORTATION@GMAIL.COM,"120 AMESBURY STREET, LAWRENCE, MA 01841","120 AMESBURY STREET, LAWRENCE, MA 01841",LAWRENCE,MA,1841,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736920
MC-736925,JESSY BLUE EXPRESS INC,,CARRIER,Property,(708) 969-2642,BOGUSLAW.ZAPAL@YAHOO.COM,"4100 KOLZE AVE, SCHILLER PARK, IL 60176","4100 KOLZE AVE, SCHILLER PARK, IL 60176",SCHILLER PARK,IL,60176,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736925
MC-736934,SITE TECHNOLOGY SERVICES LLC,,CARRIER,Property,(860) 513-1400,RGRECO@CENTRALGROUPS.COM,"677 CROMWELL AVE, ROCKY HILL, CT 06067","677 CROMWELL AVE, ROCKY HILL, CT 06067",ROCKY HILL,CT,6067,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736934
MC-737000,WHERRY BROS TRUCKING INC,,CARRIER,Property,(815) 589-4125,WHERRYJC@YAHOO.COM,"803 1ST AVE, FULTON, IL 61252","803 1ST AVE, FULTON, IL 61252",FULTON,IL,61252,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737000
MC-737002,ASC TOWING LLC,ASC HAULING,CARRIER,Property,(402) 250-7686,ASCHAULING181@GMAIL.COM,"2517 N 8TH ST, COUNCIL BLUFFS, IA 51503","2517 N 8TH ST, COUNCIL BLUFFS, IA 51503",COUNCIL BLUFFS,IA,51503,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737002
MC-737003,WHITE LINE TRANSPORTATION LLC,,CARRIER,Property,(330) 204-0707,STEVE@WHITELINE.US,"62952 STATE ROUTE 124, LONG BOTTOM, OH 45743","PO BOX 984, RAVENSWOOD, WV 26164",LONG BOTTOM,OH,45743,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737003
MC-737009,BASELINE LOGISTICS LLC,,CARRIER,Property,(844) 775-7775,JR@BASELINELOGISTICSLLC.COM,"826 E BASELINE RD, BUCKEYE, AZ 85326","826 E BASELINE RD, BUCKEYE, AZ 85326",BUCKEYE,AZ,85326,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737009
MC-737015,SNR TRANSPORT LLC,,CARRIER,Property,(575) 714-2285,SNRTRANSPORTNM@GMAIL.COM,"2401 CAROLINA COURT, CLOVIS, NM 88101","2401 CAROLINA COURT, CLOVIS, NM 88101",CLOVIS,NM,88101,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737015
MC-737019,ISMAEL PONCE,I & A TRANSPORT,CARRIER,Property,(509) 331-6770,PONCEMTZ613@GMAIL.COM,"2151 RD 12 SW, ROYAL CITY, WA 99357","PO BOX 494, ROYAL CITY, WA 99357",ROYAL CITY,WA,99357,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737019
MC-737027,R F C LOGISTICS LLC,,CARRIER,Property,(207) 543-6607,ROBBIE@RFCHAMBERLAND.COM,"149 MAIN ST, ST AGATHA, ME 04772","PO BOX 188, ST AGATHA, ME 04772",ST AGATHA,ME,4772,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737027
MC-737029,CREEK ENERGY SERVICES LLC,,CARRIER,Property,(701) 425-0615,STEVE.ROTH@CREEKSERVICES.COM,"3250 ROCK ISLAND PLACE STE #4, BISMARCK, ND 58504","3250 ROCK ISLAND PLACE STE #4, BISMARCK, ND 58504",BISMARCK,ND,58504,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737029
MC-737054,DDD EXPRESS FREIGHT LLC,,CARRIER,Property,(224) 472-2120,SAFETY@DDDEXPRESSFREIGHT.COM,"37 B TERRACE LN, LAKE ZURICH, IL 60047","37 B TERRACE LN, LAKE ZURICH, IL 60047",LAKE ZURICH,IL,60047,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737054
MC-737056,TAC TRANSPORTATION,PACIFIC CREST BUS LINES,CARRIER,Property,(541) 904-5753,ANTHONY.FERRO@PACIFICCRESTCHARTERS.COM,"4145 NW COYNER AVE, REDMOND, OR 97756","4145 NW COYNER AVE, REDMOND, OR 97756",REDMOND,OR,97756,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737056
,ARMANDO GABRIEL BOONE MARTINEZ,,CARRIER,Property,(528) 671-6739,ABOONE@HOTMAIL.COM,"AVE DONATO GUERRA #3831, NUEVO LAREDO, TA 88260","2517 RICHARD LANE, LAREDO, TX 78046",NUEVO LAREDO,TA,88260,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737058
MC-737061,ZACH L FENDRICK,,CARRIER,Property,(402) 750-9932,FENDRICK_402@YAHOO.COM,"1959 ROAD 11, CLARKSON, NE 68629","1959 ROAD 11, CLARKSON, NE 68629",CLARKSON,NE,68629,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737061
MC-737072,RCS TRUCKING LLC,,CARRIER,Property,(336) 973-4644,RCSTRUCKINGLLC@OUTLOOK.COM,"3971 PARSONSVILLE ROAD, PURLEAR, NC 28665","3971 PARSONSVILLE ROAD, PURLEAR, NC 28665",PURLEAR,NC,28665,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737072
MC-737074,RV KNIGHT III AND CHRISTOPHER ROGER KNIGHT,KNIGHT FARMS,CARRIER,Property,(757) 373-3847,KNIGHT.RV60@GMAIL.COM,"4485 WHITE MARSH RD, SUFFOLK, VA 23439","PO BOX 323, SUFFOLK, VA 23439",SUFFOLK,VA,23439,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737074
MC-737076,ANGEL RASCON,NOMAD EXPRESS,CARRIER,Property,(817) 226-8846,ANGELRASCON012@GMAIL.COM,"1226 18TH STREET, ANSON, TX 79501","1226 18TH STREET, ANSON, TX 79501",ANSON,TX,79501,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737076
MC-737079,DAVID J HUENEFELD,,CARRIER,Property,(815) 235-1456,DHCHFARM@GMAIL.COM,"272 W WINNESHIEK ROAD, FREEPORT, IL 61032","272 W WINNESHIEK ROAD, FREEPORT, IL 61032",FREEPORT,IL,61032,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737079
MC-737085,NEW WORLD NAIL SUPPLY LLC,,CARRIER,Property,(215) 468-7740,KEVIN@NEWSTARSSPA.COM,"612-632 WASHINGTON AVE #16, PHILADELPHIA, PA 19147","612-632 WASHINGTON AVE #16, PHILADELPHIA, PA 19147",PHILADELPHIA,PA,19147,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737085
MC-737087,DEPUTY DOG TRUCKING CO LLC,,CARRIER/CARGO TANK,Property,(504) 650-0162,DEPUTYDOGTRUCKING@AOL.COM,"301 BUTTERNUT DR, SLIDELL, LA 70458","301 BUTTERNUT DR, SLIDELL, LA 70458",SLIDELL,LA,70458,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737087
MC-737090,BRIAN FONTENOT TRUCKING LLC,,CARRIER,Property,(318) 228-5588,MMCKAY1971@GMAIL.COM,"1971 BELAIRE COVE RD, VILLE PLATTE, LA 70586","1971 BELAIRE COVE RD, VILLE PLATTE, LA 70586",VILLE PLATTE,LA,70586,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=737090
